Census year,Block ID,CLUE small area,Seating type,Number of seats,Longitude,Latitude
2021,607,East Melbourne,Seats - Indoor,28,144.9859889,-37.81609349
2016,104,Melbourne (CBD),Seats - Indoor,50,144.9605321,-37.80918936
2021,919,Parkville,Seats - Indoor,70,144.9565785,-37.80009421
2020,270,Parkville,Seats - Outdoor,66,144.9612585,-37.79738769
2014,76,Melbourne (CBD),Seats - Indoor,30,144.9657034,-37.810658
2013,103,Melbourne (CBD),Seats - Indoor,8,144.9575633,-37.80998033
2024,115,Melbourne (CBD),Seats - Indoor,75,144.9614059,-37.80713788
2008,57,Melbourne (CBD),Seats - Indoor,80,144.9691026,-37.8115616
2016,254,Carlton,Seats - Indoor,20,144.9661222,-37.80370014
2008,773,Docklands,Seats - Indoor,56,144.9476472,-37.82461503
2012,18,Melbourne (CBD),Seats - Indoor,72,144.9731346,-37.81494022
2024,26,Melbourne (CBD),Seats - Indoor,150,144.9687553,-37.81543178
2019,25,Melbourne (CBD),Seats - Indoor,65,144.9659624,-37.81649503
2010,113,Melbourne (CBD),Seats - Outdoor,24,144.9572395,-37.80745984
2009,44,Melbourne (CBD),Seats - Indoor,19,144.9611591,-37.81508879
2005,378,North Melbourne,Seats - Indoor,80,144.9531807,-37.79881294
2008,26,Melbourne (CBD),Seats - Indoor,30,144.9687553,-37.81543178
2020,303,North Melbourne,Seats - Indoor,58,144.9466961,-37.79358682
2013,254,Carlton,Seats - Indoor,100,144.9660865,-37.80384774
2017,615,East Melbourne,Seats - Indoor,68,144.9841619,-37.81229599
2005,803,Southbank,Seats - Indoor,74,144.9586697,-37.82312301
2013,266,Carlton,Seats - Outdoor,24,144.9656988,-37.80619915
2009,753,Southbank,Seats - Indoor,60,144.9662623,-37.82066922
2013,1109,Docklands,Seats - Outdoor,68,144.9436845,-37.81389028
2002,254,Carlton,Seats - Indoor,226,144.9659838,-37.80449303
2015,803,Southbank,Seats - Indoor,300,144.9586604,-37.82312164
2024,806,Southbank,Seats - Indoor,358,144.9583427,-37.82559018
2015,618,East Melbourne,Seats - Indoor,42,144.9848341,-37.81608794
2003,115,Melbourne (CBD),Seats - Outdoor,22,144.9616221,-37.80752431
2011,270,Parkville,Seats - Outdoor,32,144.9612468,-37.79739811
2018,430,West Melbourne (Residential),Seats - Outdoor,20,144.9486329,-37.80883465
2017,105,Melbourne (CBD),Seats - Indoor,8,144.9626932,-37.80826292
2010,270,Parkville,Seats - Indoor,10,144.9612468,-37.79739811
2014,1107,Docklands,Seats - Indoor,60,144.9484725,-37.82183078
2019,11,Melbourne (CBD),Seats - Outdoor,24,144.9566017,-37.81988484
2013,33,Melbourne (CBD),Seats - Indoor,60,144.9605225,-37.81642893
2009,66,Melbourne (CBD),Seats - Indoor,100,144.9670449,-37.81172076
2017,773,Docklands,Seats - Indoor,80,144.9435506,-37.82438863
2024,751,Southbank,Seats - Outdoor,14,144.9693197,-37.82456191
2013,1108,Docklands,Seats - Outdoor,12,144.9434599,-37.82044558
2003,204,Carlton,Seats - Indoor,50,144.9657625,-37.79725381
2017,256,Carlton,Seats - Outdoor,15,144.9627813,-37.80336259
2013,340,North Melbourne,Seats - Outdoor,17,144.9429106,-37.80428921
2009,346,North Melbourne,Seats - Indoor,12,144.9494062,-37.80260762
2012,265,Carlton,Seats - Indoor,320,144.964176,-37.8064973
2022,114,Melbourne (CBD),Seats - Outdoor,2,144.9584613,-37.80788769
2006,24,Melbourne (CBD),Seats - Outdoor,20,144.9620163,-37.81714574
2022,773,Docklands,Seats - Outdoor,66,144.9412743,-37.82354236
2007,862,South Yarra,Seats - Outdoor,28,144.9797734,-37.83699348
2005,376,North Melbourne,Seats - Outdoor,40,144.9540273,-37.80139687
2024,72,Melbourne (CBD),Seats - Indoor,24,144.9555652,-37.81329521
2013,513,Kensington,Seats - Outdoor,6,144.9324915,-37.79496478
2012,46,Melbourne (CBD),Seats - Indoor,28,144.9665978,-37.81376503
2015,1108,Docklands,Seats - Outdoor,60,144.945765,-37.82205738
2019,203,Carlton,Seats - Indoor,45,144.9655339,-37.79670704
2015,42,Melbourne (CBD),Seats - Outdoor,40,144.9578132,-37.81636534
2016,659,Melbourne (Remainder),Seats - Indoor,4920,144.9798842,-37.82162593
2004,440,West Melbourne (Residential),Seats - Outdoor,6,144.9516949,-37.8088619
2020,85,Melbourne (CBD),Seats - Indoor,36,144.9630189,-37.81073332
2015,786,Port Melbourne,Seats - Indoor,34,144.920988,-37.82600955
2013,24,Melbourne (CBD),Seats - Indoor,124,144.9638971,-37.81719967
2021,42,Melbourne (CBD),Seats - Indoor,12,144.956774,-37.81695942
2006,1005,West Melbourne (Industrial),Seats - Outdoor,8,144.9108364,-37.80395329
2013,559,Kensington,Seats - Indoor,30,144.9194456,-37.79170781
2021,710,Melbourne (Remainder),Seats - Indoor,34,144.976192,-37.83615254
2009,14,Melbourne (CBD),Seats - Outdoor,16,144.9644996,-37.81782922
2024,359,North Melbourne,Seats - Indoor,50,144.9566619,-37.80444772
2017,806,Southbank,Seats - Indoor,358,144.9583433,-37.82558939
2009,378,North Melbourne,Seats - Indoor,45,144.952987,-37.79866485
2007,6,Melbourne (CBD),Seats - Outdoor,36,144.969927,-37.81784611
2012,741,Southbank,Seats - Outdoor,50,144.9669591,-37.82712781
2014,76,Melbourne (CBD),Seats - Outdoor,40,144.9657034,-37.810658
2021,247,Carlton,Seats - Outdoor,6,144.9673351,-37.80262561
2023,1101,Docklands,Seats - Outdoor,20,144.951187,-37.81501701
2013,101,West Melbourne (Residential),Seats - Indoor,30,144.9509457,-37.81132597
2021,440,West Melbourne (Residential),Seats - Outdoor,4,144.9516854,-37.80886049
2008,803,Southbank,Seats - Indoor,75,144.9586602,-37.82312164
2006,53,Melbourne (CBD),Seats - Outdoor,16,144.9599781,-37.81428721
2006,224,Carlton,Seats - Indoor,120,144.970864,-37.79723858
2013,114,Melbourne (CBD),Seats - Outdoor,8,144.9600075,-37.80806541
2009,753,Southbank,Seats - Outdoor,150,144.9662623,-37.82066922
2018,724,Melbourne (Remainder),Seats - Indoor,104,144.9802844,-37.84659007
2018,1108,Docklands,Seats - Indoor,6,144.9421904,-37.81981342
2006,43,Melbourne (CBD),Seats - Indoor,650,144.959602,-37.81588093
2012,559,Kensington,Seats - Indoor,30,144.9194456,-37.79170781
2015,254,Carlton,Seats - Outdoor,8,144.9659498,-37.80467681
2018,773,Docklands,Seats - Outdoor,4,144.9412743,-37.82354236
2002,659,Melbourne (Remainder),Seats - Outdoor,50,144.9798842,-37.82162593
2007,345,North Melbourne,Seats - Indoor,56,144.9489163,-37.80414282
2007,740,Southbank,Seats - Indoor,30,144.9638715,-37.82865158
2008,205,Carlton,Seats - Indoor,12,144.9647653,-37.79899938
2021,64,Melbourne (CBD),Seats - Indoor,60,144.960908,-37.81323451
2002,226,Carlton,Seats - Indoor,60,144.9711592,-37.79538234
2007,753,Southbank,Seats - Indoor,80,144.9662717,-37.82067054
2016,720,Melbourne (Remainder),Seats - Outdoor,32,144.9767718,-37.83733713
2019,265,Carlton,Seats - Indoor,100,144.9635132,-37.80555235
2023,270,Parkville,Seats - Outdoor,17,144.9612587,-37.79738772
2008,239,Carlton,Seats - Indoor,70,144.9584099,-37.80041082
2002,33,Melbourne (CBD),Seats - Indoor,25,144.9600988,-37.81638953
2015,74,Melbourne (CBD),Seats - Outdoor,12,144.9603936,-37.81210735
2017,4,Melbourne (CBD),Seats - Outdoor,4,144.9654695,-37.81866345
2023,246,Carlton,Seats - Outdoor,30,144.9664569,-37.80171819
2019,1108,Docklands,Seats - Outdoor,26,144.9456209,-37.81974585
2009,103,Melbourne (CBD),Seats - Indoor,56,144.9579933,-37.80988001
2013,773,Docklands,Seats - Indoor,65,144.9463559,-37.82488025
2009,51,Melbourne (CBD),Seats - Outdoor,6,144.9551743,-37.81589843
2017,246,Carlton,Seats - Outdoor,30,144.9664107,-37.80186402
2018,866,South Yarra,Seats - Outdoor,15,144.9800012,-37.83804253
2013,252,Carlton,Seats - Outdoor,12,144.9666993,-37.80443778
2004,246,Carlton,Seats - Indoor,100,144.9665062,-37.80114371
2021,223,Carlton,Seats - Outdoor,6,144.9724194,-37.79790085
2023,1101,Docklands,Seats - Outdoor,24,144.951187,-37.81501701
2020,1108,Docklands,Seats - Outdoor,40,144.9429888,-37.81938143
2005,46,Melbourne (CBD),Seats - Indoor,70,144.9671662,-37.81384361
2019,652,East Melbourne,Seats - Outdoor,80,144.9755868,-37.81264492
2020,1105,Docklands,Seats - Indoor,15,144.9498325,-37.82131457
2003,48,Melbourne (CBD),Seats - Indoor,240,144.9714514,-37.81281091
2024,861,South Yarra,Seats - Indoor,50,144.9814518,-37.83428436
2022,1105,Docklands,Seats - Outdoor,70,144.9502584,-37.81864992
2017,73,Melbourne (CBD),Seats - Indoor,80,144.9586138,-37.81298089
2016,84,Melbourne (CBD),Seats - Indoor,10,144.9612176,-37.81067573
2008,931,Parkville,Seats - Indoor,16,144.947632,-37.78541878
2015,104,Melbourne (CBD),Seats - Indoor,110,144.9599969,-37.80914343
2024,25,Melbourne (CBD),Seats - Indoor,17,144.9663304,-37.81584476
2022,54,Melbourne (CBD),Seats - Indoor,60,144.961463,-37.81377588
2012,37,Melbourne (CBD),Seats - Outdoor,12,144.9702813,-37.8139675
2017,921,Parkville,Seats - Indoor,100,144.9560633,-37.79746671
2010,25,Melbourne (CBD),Seats - Indoor,55,144.9656511,-37.81635062
2023,613,East Melbourne,Seats - Outdoor,13,144.9841122,-37.80970434
2015,430,West Melbourne (Residential),Seats - Outdoor,6,144.9487028,-37.80894762
2013,85,Melbourne (CBD),Seats - Outdoor,27,144.9642637,-37.8112271
2017,915,Parkville,Seats - Indoor,15,144.9575513,-37.79539648
2007,15,Melbourne (CBD),Seats - Indoor,40,144.9665611,-37.81725011
2022,52,Melbourne (CBD),Seats - Indoor,13,144.9573923,-37.81531863
2018,2390,North Melbourne,Seats - Indoor,17,144.9387115,-37.79407351
2017,35,Melbourne (CBD),Seats - Indoor,29,144.9644284,-37.81561893
2007,359,North Melbourne,Seats - Indoor,64,144.9566714,-37.80444914
2008,27,Melbourne (CBD),Seats - Indoor,6,144.9707498,-37.81492031
2021,2524,Kensington,Seats - Outdoor,33,144.9299933,-37.79392952
2019,72,Melbourne (CBD),Seats - Indoor,24,144.9555653,-37.81329521
2008,78,Melbourne (CBD),Seats - Outdoor,28,144.9707325,-37.8091842
2021,32,Melbourne (CBD),Seats - Outdoor,20,144.9583339,-37.81753764
2014,58,Melbourne (CBD),Seats - Outdoor,22,144.9710074,-37.81168307
2015,732,Southbank,Seats - Indoor,25,144.9590507,-37.82730523
2008,31,Melbourne (CBD),Seats - Indoor,35,144.9549054,-37.81802782
2002,57,Melbourne (CBD),Seats - Indoor,90,144.9690195,-37.81158942
2008,58,Melbourne (CBD),Seats - Indoor,100,144.971689,-37.81137728
2008,23,Melbourne (CBD),Seats - Indoor,20,144.9598766,-37.81797777
2017,93,Melbourne (CBD),Seats - Indoor,36,144.9571621,-37.81071591
2013,375,North Melbourne,Seats - Indoor,98,144.9563792,-37.80130394
2018,931,Parkville,Seats - Indoor,18,144.9495471,-37.79372054
2019,104,Melbourne (CBD),Seats - Indoor,40,144.9585116,-37.80897917
2023,919,Parkville,Seats - Outdoor,40,144.9565784,-37.80009421
2015,64,Melbourne (CBD),Seats - Indoor,36,144.9604697,-37.81352286
2020,369,North Melbourne,Seats - Indoor,30,144.9506624,-37.8028658
2009,113,Melbourne (CBD),Seats - Indoor,26,144.9572395,-37.80745984
2012,502,West Melbourne (Industrial),Seats - Indoor,12,144.9165074,-37.80087212
2010,760,Melbourne (Remainder),Seats - Indoor,90,144.9790762,-37.84331737
2013,720,Melbourne (Remainder),Seats - Indoor,52,144.9767624,-37.8373358
2007,345,North Melbourne,Seats - Indoor,20,144.9489884,-37.80488781
2020,739,Southbank,Seats - Indoor,40,144.9678778,-37.82413111
2020,720,Melbourne (Remainder),Seats - Outdoor,16,144.9771931,-37.83854243
2020,362,North Melbourne,Seats - Indoor,16,144.9581484,-37.80444251
2007,55,Melbourne (CBD),Seats - Outdoor,70,144.9632974,-37.8136056
2021,16,Melbourne (CBD),Seats - Indoor,60,144.9690862,-37.81670922
2021,225,Carlton,Seats - Indoor,22,144.9710405,-37.7960463
2016,420,West Melbourne (Residential),Seats - Indoor,30,144.9486034,-37.80609614
2017,334,North Melbourne,Seats - Indoor,4,144.944795,-37.80234576
2014,430,West Melbourne (Residential),Seats - Indoor,20,144.9485541,-37.80875296
2011,724,Melbourne (Remainder),Seats - Outdoor,600,144.9809489,-37.84736376
2004,203,Carlton,Seats - Indoor,43,144.9655434,-37.7967085
2019,724,Melbourne (Remainder),Seats - Outdoor,18,144.9798191,-37.8455379
2005,785,Port Melbourne,Seats - Outdoor,40,144.906514,-37.82410059
2002,44,Melbourne (CBD),Seats - Indoor,20,144.9629539,-37.81491597
2021,906,Parkville,Seats - Outdoor,48,144.9585626,-37.7849288
2020,354,North Melbourne,Seats - Outdoor,16,144.9505945,-37.80447359
2018,254,Carlton,Seats - Indoor,42,144.9659498,-37.80467681
2024,739,Southbank,Seats - Indoor,50,144.9678777,-37.82413111
2005,243,Carlton,Seats - Outdoor,23,144.9636517,-37.80062153
2021,14,Melbourne (CBD),Seats - Indoor,53,144.9627445,-37.81786011
2003,415,West Melbourne (Residential),Seats - Indoor,16,144.9455875,-37.80800572
2024,17,Melbourne (CBD),Seats - Outdoor,20,144.9702911,-37.8161284
2013,921,Parkville,Seats - Indoor,100,144.9560633,-37.79746671
2010,353,North Melbourne,Seats - Outdoor,8,144.9484238,-37.79508315
2020,62,Melbourne (CBD),Seats - Indoor,67,144.9570408,-37.8146364
2015,803,Southbank,Seats - Outdoor,30,144.9586604,-37.82312164
2023,1108,Docklands,Seats - Indoor,75,144.9445328,-37.82092961
2021,35,Melbourne (CBD),Seats - Indoor,79,144.9656577,-37.81541957
2009,207,Carlton,Seats - Indoor,120,144.9671779,-37.79750821
2009,861,South Yarra,Seats - Indoor,50,144.9816996,-37.83431735
2020,41,Melbourne (CBD),Seats - Indoor,37,144.9555039,-37.81708323
2014,266,Carlton,Seats - Indoor,50,144.9656386,-37.80673947
2014,113,Melbourne (CBD),Seats - Indoor,10,144.9572395,-37.80745984
2017,212,Carlton,Seats - Indoor,30,144.9690954,-37.79465839
2003,64,Melbourne (CBD),Seats - Outdoor,6,144.9601715,-37.8132041
2007,58,Melbourne (CBD),Seats - Indoor,140,144.9724384,-37.81095264
2005,224,Carlton,Seats - Outdoor,12,144.970864,-37.79723858
2003,46,Melbourne (CBD),Seats - Indoor,12,144.9666078,-37.81376902
2018,655,East Melbourne,Seats - Outdoor,15,144.9782701,-37.81796562
2020,751,Southbank,Seats - Outdoor,8,144.9693198,-37.82456192
2015,37,Melbourne (CBD),Seats - Outdoor,12,144.9707115,-37.81358823
2012,1105,Docklands,Seats - Indoor,150,144.9502584,-37.81864992
2018,82,Melbourne (CBD),Seats - Indoor,90,144.9564474,-37.81270785
2004,46,Melbourne (CBD),Seats - Outdoor,40,144.9675901,-37.81390913
2005,22,Melbourne (CBD),Seats - Indoor,100,144.9591316,-37.81858154
2014,131,Docklands,Seats - Indoor,9,144.9536422,-37.82253633
2003,254,Carlton,Seats - Outdoor,14,144.9660336,-37.8041519
2005,232,Carlton,Seats - Indoor,80,144.9748161,-37.79638991
2014,931,Parkville,Seats - Indoor,16,144.947632,-37.78541878
2023,255,Carlton,Seats - Indoor,62,144.9645057,-37.80448528
2013,1103,Docklands,Seats - Indoor,55,144.947217,-37.81817241
2007,27,Melbourne (CBD),Seats - Indoor,80,144.9700167,-37.81473641
2020,260,Carlton,Seats - Indoor,20,144.9582402,-37.80219264
2016,613,East Melbourne,Seats - Indoor,17,144.9856348,-37.81004787
2013,338,North Melbourne,Seats - Indoor,6,144.9418165,-37.80328528
2004,710,Melbourne (Remainder),Seats - Outdoor,24,144.9755233,-37.83506882
2008,850,Melbourne (Remainder),Seats - Outdoor,13,144.9721258,-37.82065918
2004,23,Melbourne (CBD),Seats - Indoor,80,144.9612324,-37.81739772
2004,54,Melbourne (CBD),Seats - Indoor,7,144.9612137,-37.81385265
2005,434,West Melbourne (Residential),Seats - Indoor,60,144.9540543,-37.8059015
2006,103,Melbourne (CBD),Seats - Outdoor,8,144.9578385,-37.80971949
2002,232,Carlton,Seats - Indoor,60,144.9749315,-37.79568799
2016,11,Melbourne (CBD),Seats - Indoor,40,144.9552516,-37.82050816
2024,1,Melbourne (CBD),Seats - Indoor,47,144.9565184,-37.82099397
2022,1110,Docklands,Seats - Outdoor,36,144.9378573,-37.81317061
2005,24,Melbourne (CBD),Seats - Indoor,130,144.9636592,-37.81686769
2007,55,Melbourne (CBD),Seats - Outdoor,24,144.9650481,-37.8128984
2024,1105,Docklands,Seats - Outdoor,16,144.9502584,-37.81864991
2023,65,Melbourne (CBD),Seats - Indoor,115,144.9645747,-37.8119541
2020,66,Melbourne (CBD),Seats - Indoor,60,144.9666305,-37.8112684
2021,655,East Melbourne,Seats - Outdoor,16,144.9759275,-37.81642072
2013,260,Carlton,Seats - Indoor,90,144.9589387,-37.80389369
2005,808,Southbank,Seats - Outdoor,6,144.9607502,-37.82491628
2008,1103,Docklands,Seats - Outdoor,6,144.947217,-37.81817241
2018,87,Melbourne (CBD),Seats - Indoor,56,144.9684259,-37.80864972
2018,1108,Docklands,Seats - Outdoor,60,144.9457646,-37.82205878
2018,58,Melbourne (CBD),Seats - Indoor,100,144.9715059,-37.81083595
2016,78,Melbourne (CBD),Seats - Indoor,21,144.9707419,-37.80918556
2019,64,Melbourne (CBD),Seats - Indoor,36,144.9622831,-37.81321386
2015,432,West Melbourne (Residential),Seats - Outdoor,8,144.9524041,-37.80751845
2022,28,Melbourne (CBD),Seats - Indoor,125,144.9733552,-37.81383756
2017,131,Docklands,Seats - Indoor,60,144.9536422,-37.82253633
2016,1101,Docklands,Seats - Indoor,100,144.952084,-37.81767874
2018,1108,Docklands,Seats - Indoor,26,144.9445328,-37.82092961
2024,255,Carlton,Seats - Outdoor,56,144.9645057,-37.80448528
2021,14,Melbourne (CBD),Seats - Indoor,12,144.964608,-37.81805666
2014,11,Melbourne (CBD),Seats - Indoor,50,144.9559791,-37.8203648
2007,1101,Docklands,Seats - Indoor,48,144.9507921,-37.81450846
2015,752,Southbank,Seats - Indoor,120,144.9686338,-37.82281707
2009,812,Southbank,Seats - Outdoor,12,144.9662582,-37.82261379
2023,502,West Melbourne (Industrial),Seats - Outdoor,16,144.9165074,-37.80087212
2011,861,South Yarra,Seats - Indoor,60,144.9822675,-37.8343508
2021,44,Melbourne (CBD),Seats - Indoor,70,144.9626388,-37.81528248
2020,23,Melbourne (CBD),Seats - Indoor,68,144.9608283,-37.81778076
2024,326,North Melbourne,Seats - Indoor,7,144.9466964,-37.79823272
2022,310,North Melbourne,Seats - Indoor,160,144.9372263,-37.79654153
2013,6,Melbourne (CBD),Seats - Indoor,200,144.9699176,-37.81784479
2017,802,Southbank,Seats - Outdoor,28,144.962643,-37.82221927
2007,326,North Melbourne,Seats - Indoor,7,144.946706,-37.79823417
2010,32,Melbourne (CBD),Seats - Indoor,80,144.9568348,-37.81767359
2014,243,Carlton,Seats - Indoor,110,144.963382,-37.80141859
2021,14,Melbourne (CBD),Seats - Indoor,8,144.9624375,-37.81798973
2022,252,Carlton,Seats - Outdoor,12,144.9666993,-37.80443778
2007,355,North Melbourne,Seats - Indoor,200,144.9514686,-37.80370156
2013,615,East Melbourne,Seats - Indoor,64,144.9841619,-37.81229599
2015,423,West Melbourne (Residential),Seats - Outdoor,8,144.9497885,-37.80539346
2009,87,Melbourne (CBD),Seats - Indoor,10,144.966972,-37.80966479
2018,51,Melbourne (CBD),Seats - Indoor,30,144.9553253,-37.81622847
2017,65,Melbourne (CBD),Seats - Indoor,10,144.9638386,-37.812452
2009,25,Melbourne (CBD),Seats - Indoor,12,144.9655966,-37.8166033
2013,47,Melbourne (CBD),Seats - Indoor,12,144.9701092,-37.81281454
2021,801,Southbank,Seats - Outdoor,100,144.9638287,-37.82082512
2017,930,Parkville,Seats - Indoor,45,144.9477601,-37.78084548
2015,1108,Docklands,Seats - Indoor,13,144.9450661,-37.81970479
2024,15,Melbourne (CBD),Seats - Outdoor,18,144.966704,-37.81674222
2017,747,Southbank,Seats - Indoor,40,144.9679591,-37.82998247
2015,616,East Melbourne,Seats - Outdoor,12,144.9853031,-37.81337468
2005,55,Melbourne (CBD),Seats - Outdoor,140,144.9632974,-37.8136056
2024,812,Southbank,Seats - Outdoor,11,144.9651131,-37.8225552
2014,267,Carlton,Seats - Indoor,30,144.9665747,-37.80530329
2012,78,Melbourne (CBD),Seats - Outdoor,8,144.9707325,-37.8091842
2007,861,South Yarra,Seats - Indoor,50,144.981709,-37.83431865
2014,78,Melbourne (CBD),Seats - Outdoor,14,144.9707325,-37.8091842
2023,736,Southbank,Seats - Indoor,30,144.9635656,-37.82580013
2009,252,Carlton,Seats - Indoor,64,144.96678,-37.80305855
2004,651,East Melbourne,Seats - Indoor,264,144.9765192,-37.81131316
2005,84,Melbourne (CBD),Seats - Indoor,70,144.9596843,-37.81181302
2019,259,Carlton,Seats - Indoor,90,144.9591271,-37.8028778
2014,2523,Kensington,Seats - Indoor,24,144.9287638,-37.79405714
2011,31,Melbourne (CBD),Seats - Outdoor,12,144.9543505,-37.81867545
2018,93,Melbourne (CBD),Seats - Indoor,60,144.958212,-37.81022045
2005,33,Melbourne (CBD),Seats - Indoor,90,144.960586,-37.81654603
2024,928,Parkville,Seats - Indoor,2,144.9421543,-37.77964779
2009,34,Melbourne (CBD),Seats - Outdoor,10,144.9632938,-37.81554941
2020,652,East Melbourne,Seats - Outdoor,80,144.9755868,-37.81264492
2014,94,Melbourne (CBD),Seats - Outdoor,19,144.9604349,-37.81010387
2019,48,Melbourne (CBD),Seats - Indoor,40,144.972451,-37.81221617
2003,247,Carlton,Seats - Indoor,160,144.966931,-37.80264128
2020,804,Southbank,Seats - Outdoor,20,144.9523782,-37.82539976
2005,785,Port Melbourne,Seats - Indoor,90,144.906514,-37.82410059
2004,812,Southbank,Seats - Indoor,6,144.9651226,-37.82255652
2017,785,Port Melbourne,Seats - Outdoor,40,144.9047384,-37.82527213
2023,37,Melbourne (CBD),Seats - Indoor,160,144.9707226,-37.81360963
2022,915,Parkville,Seats - Indoor,329,144.9575345,-37.79554181
2013,16,Melbourne (CBD),Seats - Outdoor,8,144.9676946,-37.81676378
2007,36,Melbourne (CBD),Seats - Indoor,80,144.9671037,-37.8144737
2022,919,Parkville,Seats - Outdoor,40,144.9565785,-37.80009421
2023,812,Southbank,Seats - Indoor,50,144.9662581,-37.82261378
2018,606,East Melbourne,Seats - Indoor,100,144.9882532,-37.81638513
2006,32,Melbourne (CBD),Seats - Indoor,33,144.9568443,-37.81767497
2008,748,Southbank,Seats - Indoor,40,144.9700956,-37.82936085
2022,435,West Melbourne (Residential),Seats - Indoor,10,144.9555843,-37.80619737
2016,34,Melbourne (CBD),Seats - Indoor,72,144.9635071,-37.81592313
2019,724,Melbourne (Remainder),Seats - Indoor,18,144.9798191,-37.8455379
2013,38,Melbourne (CBD),Seats - Outdoor,8,144.9727083,-37.81342593
2007,72,Melbourne (CBD),Seats - Indoor,10,144.9560264,-37.81347798
2009,1109,Docklands,Seats - Outdoor,50,144.9406594,-37.8149263
2022,270,Parkville,Seats - Indoor,28,144.9612585,-37.79738769
2009,262,Carlton,Seats - Indoor,42,144.9599256,-37.80440558
2008,621,East Melbourne,Seats - Indoor,38,144.9799791,-37.80919458
2017,1109,Docklands,Seats - Indoor,70,144.9406594,-37.8149263
2021,1103,Docklands,Seats - Outdoor,30,144.9490176,-37.8179209
2022,2533,Kensington,Seats - Indoor,24,144.9352778,-37.79000411
2024,414,West Melbourne (Residential),Seats - Indoor,28,144.9449051,-37.80643135
2019,870,Melbourne (Remainder),Seats - Outdoor,130,144.982664,-37.84633593
2009,1006,West Melbourne (Industrial),Seats - Outdoor,51,144.9234433,-37.80663042
2020,205,Carlton,Seats - Indoor,40,144.9647653,-37.79899938
2005,254,Carlton,Seats - Indoor,12,144.9661222,-37.80370014
2021,1103,Docklands,Seats - Indoor,140,144.9493733,-37.81733574
2015,356,North Melbourne,Seats - Outdoor,12,144.9536961,-37.80409478
2008,206,Carlton,Seats - Indoor,120,144.9668382,-37.79947744
2011,336,North Melbourne,Seats - Indoor,190,144.9433563,-37.80205261
2017,48,Melbourne (CBD),Seats - Indoor,88,144.9719053,-37.8119837
2022,205,Carlton,Seats - Indoor,60,144.9648536,-37.79944075
2020,775,Port Melbourne,Seats - Outdoor,4,144.9362954,-37.82366685
2020,61,Melbourne (CBD),Seats - Outdoor,8,144.9535256,-37.81537495
2004,1006,West Melbourne (Industrial),Seats - Indoor,37,144.9307603,-37.80811626
2024,266,Carlton,Seats - Outdoor,16,144.9656988,-37.80619915
2018,1103,Docklands,Seats - Indoor,12,144.9475776,-37.81656592
2016,262,Carlton,Seats - Outdoor,12,144.9600475,-37.80441951
2022,1107,Docklands,Seats - Outdoor,32,144.9484725,-37.82183078
2017,802,Southbank,Seats - Indoor,34,144.962154,-37.82167834
2018,263,Carlton,Seats - Indoor,71,144.9606673,-37.80607064
2003,655,East Melbourne,Seats - Indoor,55,144.9782795,-37.81796693
2024,710,Melbourne (Remainder),Seats - Outdoor,20,144.9762096,-37.836275
2014,435,West Melbourne (Residential),Seats - Outdoor,8,144.9554234,-37.80718433
2024,1108,Docklands,Seats - Indoor,20,144.9437881,-37.82092615
2005,46,Melbourne (CBD),Seats - Indoor,45,144.9679778,-37.81311056
2024,255,Carlton,Seats - Outdoor,12,144.9639453,-37.80276989
2018,1109,Docklands,Seats - Indoor,100,144.9406594,-37.8149263
2015,607,East Melbourne,Seats - Indoor,40,144.9874273,-37.81636296
2013,76,Melbourne (CBD),Seats - Indoor,46,144.9657034,-37.810658
2019,64,Melbourne (CBD),Seats - Outdoor,32,144.9604697,-37.81352286
2024,114,Melbourne (CBD),Seats - Indoor,20,144.9584613,-37.80788769
2008,254,Carlton,Seats - Outdoor,32,144.9659744,-37.80449163
2024,1101,Docklands,Seats - Indoor,150,144.9541587,-37.82020557
2012,802,Southbank,Seats - Outdoor,12,144.962154,-37.82167834
2006,94,Melbourne (CBD),Seats - Indoor,45,144.9591462,-37.81072178
2007,266,Carlton,Seats - Outdoor,84,144.9655094,-37.80671771
2013,1103,Docklands,Seats - Indoor,950,144.9475844,-37.81657578
2016,78,Melbourne (CBD),Seats - Outdoor,50,144.9707419,-37.80918556
2017,74,Melbourne (CBD),Seats - Indoor,36,144.9603411,-37.81187439
2018,48,Melbourne (CBD),Seats - Outdoor,16,144.9719053,-37.8119837
2019,223,Carlton,Seats - Indoor,20,144.9724194,-37.79790085
2002,38,Melbourne (CBD),Seats - Indoor,40,144.9725021,-37.81278577
2009,720,Melbourne (Remainder),Seats - Indoor,8,144.9771931,-37.83854243
2021,257,Carlton,Seats - Outdoor,16,144.9613352,-37.80242146
2020,246,Carlton,Seats - Indoor,60,144.9664856,-37.80156205
2021,807,Southbank,Seats - Outdoor,16,144.9597767,-37.82385364
2007,1005,West Melbourne (Industrial),Seats - Outdoor,8,144.9108364,-37.80395329
2021,1103,Docklands,Seats - Indoor,16,144.9493733,-37.81733574
2006,25,Melbourne (CBD),Seats - Indoor,6,144.9663399,-37.81584709
2017,94,Melbourne (CBD),Seats - Indoor,65,144.9608495,-37.8100143
2023,850,Melbourne (Remainder),Seats - Outdoor,16,144.9721245,-37.82066006
2016,931,Parkville,Seats - Indoor,244,144.9508291,-37.7949325
2023,265,Carlton,Seats - Indoor,32,144.9637168,-37.80521815
